ts_code,name,is_initial_leader1,is_realized_episode_leader,themes,episode_ids,list_date,first_return_date,last_return_date,observed_return_days,compounded_ytd_return,partial_year,list_date_missing,compounded_ytd_return_pct
603898.SH,好莱客,0,1,AI应用,EP000455,2015-02-17,2026-01-05,2026-08-31,160,-0.1351427151,0,0,-13.51427151
603919.SH,金徽酒,0,1,酿酒,EP000526,2016-03-10,2026-01-05,2026-08-31,160,-0.1404555022,0,0,-14.04555022
603928.SH,兴业股份,0,1,电子树脂,EP000633,2016-12-12,2026-01-05,2026-08-31,160,-0.0072014524,0,0,-0.72014524
603929.SH,亚翔集成,1,1,芯片,EP000072;EP000185;EP000353,2016-12-30,2026-01-05,2026-08-31,160,0.7460983229,0,0,74.60983229
603933.SH,睿能科技,1,1,存储;机器人概念;海峡两岸;芯片,EP000106;EP000108;EP000115;EP000118,2017-07-06,2026-01-05,2026-08-31,150,-0.2451626771,0,0,-24.51626771
603937.SH,丽岛新材,1,1,锂电池,EP000473;EP000486,2017-11-02,2026-01-05,2026-08-31,160,-0.0075107113,0,0,-0.75107113
603949.SH,雪龙集团,1,0,机器人概念,EP000340,2020-03-10,2026-01-05,2026-08-31,160,-0.2171009193,0,0,-21.71009193
603958.SH,哈森股份,1,1,并购重组;消费电子,EP000765;EP000772,2016-06-29,2026-01-05,2026-08-31,160,0.6992397304,0,0,69.92397304
603977.SH,国泰集团,1,0,商业航天,EP000610,2016-11-11,2026-01-05,2026-08-31,160,-0.1630780031,0,0,-16.30780031
603980.SH,吉华集团,1,1,实控人变更,EP000286,2017-06-15,2026-01-05,2026-08-31,155,0.4680270096,0,0,46.80270096
603988.SH,中电电机,0,1,风电,EP000697,2014-11-04,2026-01-05,2026-08-31,160,-0.1920328621,0,0,-19.20328621
603989.SH,艾华集团,1,1,元器件;电阻电容,EP000515;EP000584;EP000603;EP000606;EP000655,2015-05-15,2026-01-05,2026-08-31,160,0.8822509670,0,0,88.2250967
605003.SH,众望布艺,1,1,服装家纺,EP000184,2020-09-08,2026-01-05,2026-08-31,160,-0.3297213933,0,0,-32.97213933
605006.SH,山东玻纤,1,1,化工,EP000300;EP000398;EP000481;EP000536,2020-09-03,2026-01-05,2026-08-31,160,1.0725952545,0,0,107.25952545
605007.SH,五洲特纸,1,1,造纸,EP000175,2020-11-10,2026-01-05,2026-08-31,160,0.1987576409,0,0,19.87576409
605033.SH,美邦股份,1,1,农业,EP000296,2021-09-16,2026-01-05,2026-08-31,160,0.0368842645,0,0,3.68842645
605060.SH,联德股份,1,1,液冷;燃气轮机,EP000287;EP000429;EP000446;EP000637;EP000754,2021-03-01,2026-01-05,2026-08-31,160,0.1889101236,0,0,18.89101236
605068.SH,明新旭腾,1,1,汽车零部件,EP000708,2020-11-23,2026-01-05,2026-08-31,160,-0.2738029748,0,0,-27.38029748
605069.SH,正和生态,1,1,AI智能体;人工智能;智谱AI,EP000180;EP000182;EP000596,2021-08-16,2026-01-05,2026-08-31,160,-0.2707499541,0,0,-27.07499541
605136.SH,丽人丽妆,0,1,美容护理,EP000078,2020-09-29,2026-01-05,2026-08-31,160,-0.2374389666,0,0,-23.74389666
605162.SH,新中港,1,1,电力,EP000396;EP000692,2021-07-07,2026-01-05,2026-08-31,160,0.2643313445,0,0,26.43313445
605178.SH,时空科技,0,1,芯片,EP000298,2020-08-21,2026-01-05,2026-08-31,160,0.3566300688,0,0,35.66300688
605179.SH,一鸣食品,1,1,食品饮料,EP000700;EP000756,2020-12-28,2026-01-05,2026-08-31,160,0.5115807818,0,0,51.15807818
605198.SH,安德利,0,1,并购重组,EP000567,2020-09-18,2026-01-05,2026-08-31,160,0.8096934891,0,0,80.96934891
605258.SH,协和电子,0,1,通信,EP000014,2020-12-03,2026-01-05,2026-08-31,160,-0.0031281545,0,0,-0.31281545
605268.SH,王力安防,0,1,地产链,EP000338,2021-02-24,2026-01-05,2026-08-31,160,-0.0614832254,0,0,-6.14832254
605286.SH,同力日升,1,1,绿色电力,EP000741;EP000747,2021-03-22,2026-01-05,2026-08-31,160,-0.3415118657,0,0,-34.15118657
605299.SH,舒华体育,1,1,体育产业,EP000367;EP000391;EP000474,2020-12-15,2026-01-05,2026-08-31,160,0.1419655885,0,0,14.19655885
605300.SH,佳禾食品,0,1,食品饮料,EP000609,2021-04-30,2026-01-05,2026-08-31,160,-0.1528961064,0,0,-15.28961064
605303.SH,园林股份,0,1,算力,EP000071,2021-03-01,2026-01-05,2026-08-31,160,0.4190737915,0,0,41.90737915
605318.SH,法狮龙,0,1,地产链;算力,EP000225;EP000544,2020-08-03,2026-01-05,2026-08-31,160,0.2168180615,0,0,21.68180615
605366.SH,宏柏新材,0,1,化工,EP000096,2020-08-12,2026-01-05,2026-08-31,160,0.3290314966,0,0,32.90314966
605377.SH,华旺科技,0,1,造纸,EP000601,2020-12-28,2026-01-05,2026-08-31,160,-0.0010237674,0,0,-0.10237674
605399.SH,晨光新材,1,1,化工,EP000076,2020-08-04,2026-01-05,2026-08-31,160,-0.1671561676,0,0,-16.71561676
688010.SH,福光股份,0,1,商业航天,EP000565,2019-07-22,2026-01-05,2026-08-31,160,-0.0928716112,0,0,-9.28716112
688055.SH,龙腾光电,0,1,面板,EP000514,2020-08-17,2026-01-05,2026-08-31,160,0.0583370410,0,0,5.8337041
688080.SH,映翰通,0,1,工业互联网,EP000216,2020-02-12,2026-01-05,2026-08-31,160,-0.2305916816,0,0,-23.05916816
688118.SH,普元信息,0,1,AI应用,EP000313,2019-12-04,2026-01-05,2026-08-31,160,-0.1742172047,0,0,-17.42172047
688137.SH,近岸蛋白,0,1,疫苗概念,EP000766,2022-09-29,2026-01-05,2026-08-31,160,0.7171007715,0,0,71.71007715
688176.SH,亚虹医药,0,1,医药,EP000333,2022-01-07,2026-01-05,2026-08-31,160,0.0304026905,0,0,3.04026905
688196.SH,卓越新能,0,1,生物质能,EP000038,2019-11-21,2026-01-05,2026-08-31,160,-0.4328088943,0,0,-43.28088943
688233.SH,神工股份,1,1,芯片,EP000030,2020-02-21,2026-01-05,2026-08-31,160,0.4790371314,0,0,47.90371314
688311.SH,盟升电子,0,1,商业航天,EP000635,2020-07-31,2026-01-05,2026-08-31,160,-0.4850885255,0,0,-48.50885255
688356.SH,键凯科技,1,0,疫苗概念,EP000766,2020-08-26,2026-01-05,2026-08-31,160,0.1118705173,0,0,11.18705173
688432.SH,有研硅,0,1,硅片,EP000612,2022-11-10,2026-01-05,2026-08-28,159,2.6513625266,0,0,265.13625266
688525.SH,佰维存储,1,0,芯片,EP000328,2022-12-30,2026-01-05,2026-08-31,160,1.0532684475,0,0,105.32684475
688551.SH,科威尔,0,1,氢能源,EP000372,2020-09-10,2026-01-05,2026-08-31,160,0.4623485303,0,0,46.23485303
688622.SH,禾信仪器,0,1,并购重组,EP000089,2021-09-13,2026-01-05,2026-08-31,159,-0.1211286671,0,0,-12.11286671
688671.SH,碧兴物联,0,1,物理AI,EP000586,2023-08-09,2026-01-05,2026-08-31,160,0.0213998507,0,0,2.13998507
688693.SH,锴威特,1,0,并购重组,EP000725,2023-08-18,2026-01-05,2026-08-31,150,1.0699809671,0,0,106.99809671
